As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
18-Dec-12,450.04,69.39,--,7450000.00
17-Dec-12,443.93,68.45,--,7450000.00
14-Dec-12,441.16,68.02,--,7450000.00
13-Dec-12,436.31,67.28,--,7450000.00
12-Dec-12,439.03,67.7,--,7450000.00
11-Dec-12,438.01,67.54,--,7350000.00
10-Dec-12,434.69,67.03,--,7350000.00
7-Dec-12,430.41,66.38,--,7400000.00
6-Dec-12,426.57,65.79,--,7400000.00
5-Dec-12,425.92,65.69,--,7400000.00
4-Dec-12,429.13,66.18,--,7300000.00
3-Dec-12,428.11,66.02,--,7300000.00
30-Nov-12,435.47,67.16,--,7300000.00
29-Nov-12,434.77,67.05,--,7200000.00
28-Nov-12,431.71,66.58,--,7200000.00
27-Nov-12,429.81,66.29,--,7100000.00
26-Nov-12,431.67,66.58,--,7100000.00
23-Nov-12,432.49,66.7,--,7100000.00
21-Nov-12,426.17,65.74,--,7100000.00
20-Nov-12,425.29,65.6,--,7200000.00
19-Nov-12,426.04,65.72,--,7200000.00
16-Nov-12,414.17,63.9,--,7200000.00
15-Nov-12,413.01,63.72,--,7200000.00
14-Nov-12,416.89,64.32,--,7100000.00
13-Nov-12,424.67,65.52,--,7100000.00
12-Nov-12,426.24,65.76,--,7050000.00
9-Nov-12,426.98,65.87,--,7050000.00
8-Nov-12,427.91,66.02,--,7050000.00
7-Nov-12,433.92,66.94,--,7050000.00
6-Nov-12,442.52,68.27,--,7050000.00
5-Nov-12,438.18,67.6,--,7050000.00
2-Nov-12,435.5,67.19,--,7050000.00
1-Nov-12,445.65,68.75,--,7050000.00
31-Oct-12,435.05,67.12,--,7350000.00
26-Oct-12,435.55,67.2,--,7350000.00
25-Oct-12,434.06,66.97,--,7350000.00
24-Oct-12,433.73,66.92,--,7350000.00
23-Oct-12,434.64,67.07,--,7350000.00
22-Oct-12,448.23,69.16,--,7350000.00
19-Oct-12,445.16,68.69,--,7350000.00
18-Oct-12,454.8,70.17,--,7350000.00
17-Oct-12,454.39,70.11,--,7350000.00
16-Oct-12,449,69.28,--,7350000.00
15-Oct-12,438.28,67.63,--,7350000.00
12-Oct-12,435.01,67.13,--,7350000.00
11-Oct-12,439.37,67.8,--,7350000.00
10-Oct-12,435.19,67.16,--,7350000.00
9-Oct-12,439.13,67.77,--,7350000.00
8-Oct-12,442.35,68.26,--,7350000.00
5-Oct-12,442.99,68.36,--,7350000.00
4-Oct-12,441.7,68.17,--,7350000.00
3-Oct-12,435.76,67.25,--,7350000.00
2-Oct-12,437.62,67.54,--,7450000.00
1-Oct-12,440.77,68.02,--,7450000.00
28-Sep-12,439.22,67.79,--,7450000.00
27-Sep-12,442.14,68.24,--,7450000.00
26-Sep-12,436.68,67.4,--,7450000.00
25-Sep-12,437.74,67.56,0.3,7700000.00
24-Sep-12,446.03,69.14,--,7700000.00
21-Sep-12,450.08,69.77,--,7500000.00
20-Sep-12,452.81,70.2,--,7500000.00
19-Sep-12,454.28,70.42,--,7500000.00
18-Sep-12,452.94,70.22,--,7250000.00
17-Sep-12,455.02,70.54,--,7150000.00
14-Sep-12,463.09,71.79,--,7150000.00
13-Sep-12,454.99,70.54,--,7150000.00
12-Sep-12,442.32,68.58,--,7150000.00
11-Sep-12,443.21,68.72,--,7200000.00
10-Sep-12,440.86,68.35,--,7200000.00
7-Sep-12,441.95,68.53,--,7200000.00
6-Sep-12,430.6,66.77,--,7200000.00
